y,content
last_maintenance,"ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ತೆಗೆದುಕೊಂಡೆ, ಯಾವಾಗ"
last_maintenance,ತೈಲವನ್ನು ಬದಲಾಯಿಸಲು ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ತೆಗೆದುಕೊಂಡೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
last_maintenance,ಅಂಗಡಿಯಲ್ಲಿ ನನ್ನ ಕಾರು ಕೊನೆಯದಾಗಿರುವುದರಿಂದ ಎಷ್ಟು ಸಮಯವಾಗಿದೆ
last_maintenance,ನನ್ನ ಆರೈಕೆ ಕೊನೆಯ ಸೇವೆ ಸಲ್ಲಿಸಿದ ದಿನಾಂಕಕ್ಕಾಗಿ ನನ್ನ ಕ್ಯಾಲೆಂಡರ್ ಪರಿಶೀಲಿಸಿ
last_maintenance,ನನ್ನ ಕೊನೆಯ ಸ್ವಯಂ ನಿರ್ವಹಣೆಯಿಂದ ಎಷ್ಟು ಸಮಯವಾಗಿದೆ
last_maintenance,ನನ್ನ ಕೊನೆಯ ಕಾರು ನೇಮಕಾತಿಯ ದಿನಾಂಕ ಯಾವುದು
last_maintenance,ಕಳೆದ ವಾರ ಅಂಗಡಿಯಲ್ಲಿ ನನ್ನ ಕಾರು ಇತ್ತು
last_maintenance,ಅಂಗಡಿಯಲ್ಲಿ ನನ್ನ ಕಾರು ಎಷ್ಟು ವಾರಗಳ ಹಿಂದೆ ಇತ್ತು
last_maintenance,ನಾನು ಇತ್ತೀಚೆಗೆ ನನ್ನ ಕಾರನ್ನು ಪರೀಕ್ಷಿಸಿದ್ದೇನೆಯೇ?
last_maintenance,ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ಯುವಾಗ ನನಗೆ ನೆನಪಿಲ್ಲ
last_maintenance,ನಾನು ಕಳೆದ ವಾರ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ತಂದಿದ್ದೇನೆಯೇ?
last_maintenance,ನನ್ನ ಕಾರನ್ನು ಕೊನೆಯದಾಗಿ ಪರಿಶೀಲಿಸಿದಾಗ ನಾನು ಯಾವಾಗ
last_maintenance,ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ಪರಿಶೀಲಿಸಿದ ದಿನಾಂಕವನ್ನು ನೀಡಿ
last_maintenance,ನಾನು ಇತ್ತೀಚೆಗೆ ನನ್ನ ಕಾರನ್ನು ಯಂತ್ರಶಾಸ್ತ್ರಕ್ಕೆ ಕರೆದೊಯ್ಯಿದ್ದೇನೆಯೇ?
last_maintenance,ನನ್ನ ಕಾರನ್ನು ಕೊನೆಯದಾಗಿ ಪರಿಶೀಲಿಸಿದಾಗ ಹೇಳಿ
last_maintenance,ನಾನು ಯಾವಾಗ ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದೆ
last_maintenance,ನಾನು ನನ್ನ ಕಾರನ್ನು ಮೆಕ್ಯಾನಿಕ್‌ಗೆ ಕರೆದೊಯ್ಯುವಾಗ ನಿಖರವಾದ ದಿನಾಂಕವನ್ನು ನೀಡಿ
last_maintenance,ನನ್ನ ಕಾರನ್ನು ಪರಿಶೀಲಿಸಿದ ಕೊನೆಯ ದಿನಾಂಕವನ್ನು ನನಗೆ ನೆನಪಿಸಿ
last_maintenance,ಕಾರ್ ಅಂಗಡಿಗೆ ನನ್ನ ಕೊನೆಯ ಭೇಟಿ ಯಾವಾಗ
last_maintenance,ಅಂಗಡಿಯಲ್ಲಿ ನನ್ನ ಕಾರು ಕೊನೆಯದಾಗಿತ್ತು
last_maintenance,ನಾನು ಎಷ್ಟು ಸಮಯದ ಹಿಂದೆ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದೆ
last_maintenance,ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದಾಗಿನಿಂದ ಎಷ್ಟು ಸಮಯವಾಗಿದೆ
last_maintenance,ನಾನು ಯಾವಾಗ ನನ್ನ ಕಾರನ್ನು ಕೊನೆಯದಾಗಿ ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದೆ
last_maintenance,ನನ್ನ ಕೊನೆಯ ತೈಲ ಬದಲಾವಣೆಯ ದಿನಾಂಕವನ್ನು ನನಗೆ ನೀಡಿ
last_maintenance,ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ತೈಲವನ್ನು ಬದಲಾಯಿಸಿದಾಗ ಹೇಳಿ
last_maintenance,ನನ್ನ ತೈಲ ಕೊನೆಯದಾಗಿ ಬದಲಾಯಿತು
last_maintenance,ನನ್ನ ಕಾರನ್ನು ನಾನು ಕೊನೆಯ ಬಾರಿಗೆ ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದಿದ್ದೇನೆ
last_maintenance,ನಾನು ಇತ್ತೀಚೆಗೆ ತೈಲ ಬದಲಾವಣೆಯನ್ನು ಹೊಂದಿದ್ದೇನೆ
last_maintenance,ಕೊನೆಯ ಬಾರಿಗೆ ನಾನು ನನ್ನ ಕಾರನ್ನು ಅಂಗಡಿಗೆ ಕರೆದೊಯ್ದ ದಿನಾಂಕ ಯಾವುದು
last_maintenance,ನನ್ನ ಕಾರನ್ನು ನಾನು ಕೊನೆಯದಾಗಿ ಯಾವ ದಿನ ತೆಗೆದುಕೊಂಡಿದ್ದೇನೆ
last_maintenance,ನನ್ನ ಕೊನೆಯ ತೈಲ ಬದಲಾವಣೆ ಯಾವಾಗ ಎಂದು ಹೇಳಿ
last_maintenance,ನಾನು ಕೊನೆಯದಾಗಿ ನನ್ನ ಎಣ್ಣೆಯನ್ನು ಬದಲಾಯಿಸಿದಾಗ
last_maintenance,ನನ್ನ ಕಾರಿನಲ್ಲಿ ತೈಲವು ಬದಲಾಯಿತು
last_maintenance,ನನ್ನ ಕೊನೆಯ ತೈಲ ಬದಲಾವಣೆಯ ದಿನಾಂಕ ಯಾವುದು
last_maintenance,ನನ್ನ ಕಾರು ಕೊನೆಯ ಬಾರಿಗೆ ನೋಡಿದಾಗ ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಈ ಹಾಡು ಏನು
what_song,ಒಳ್ಳೆಯ ಹಾಡು ಅದು ಏನು
what_song,"ಕೂಲ್ ಸಾಂಗ್, ಅದು ಏನು"
what_song,ಇದು ಏನು ಸಂಗೀತ
what_song,ಇದು ನನಗೆ ಗೊತ್ತಿಲ್ಲದ ಹಾಡು
what_song,ಈ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಪ್ರಸ್ತುತ ರಾಗ ಏನು
what_song,ನಾನು ಇದೀಗ ಏನು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಇದೀಗ ಹಾಡಿನ ಹೆಸರೇನು
what_song,ಆ ಹಾಡನ್ನು ಏನು ಕರೆಯಲಾಗುತ್ತದೆ
what_song,ಈ ಹಾಡನ್ನು ಹೆಸರಿಸಿ
what_song,ಈಗ ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಆ ಹಾಡು ಏನು
what_song,ಇದೀಗ ಹಾಡಿನ ಹೆಸರೇನು
what_song,ಇದೀಗ ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಇದೀಗ ಸ್ಪೀಕರ್‌ನಲ್ಲಿರುವ ಹಾಡು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಈಗ ನುಡಿಸುತ್ತಿರುವ ಹಾಡು ಏನು
what_song,ಆ ರಾಗ ಏನು
what_song,ಹಾಡಿನ ನುಡಿಸುವಿಕೆಯ ಶೀರ್ಷಿಕೆ ಹೇಳಿ
what_song,ನನಗೆ ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆ ಬೇಕು
what_song,ನಾನು ಯಾವ ಹಾಡು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಈ ಹಾಡನ್ನು ಏನು ಕರೆಯಲಾಗುತ್ತದೆ
what_song,ಇದು ಯಾವ ಹಾಡು
what_song,ಈ ಹಾಡಿನ ಹೆಸರೇನು?
what_song,ಈ ಹಾಡು ಏನು
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ಹೇಳಬಲ್ಲಿರಾ?
what_song,ಇದು ಯಾವ ಹಾಡು
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ನೀವು ಹುಡುಕಬಹುದೇ?
what_song,ಈ ಹಾಡು ಏನು ಎಂದು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
what_song,ಈ ಹಾಡು ಏನು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಏನು ಹಾಡು ನಾನು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಹಾಡಿನ ಶೀರ್ಷಿಕೆ ಹೇಳಿ
what_song,ಈ ಟ್ರ್ಯಾಕ್ನ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ನಾನು ಯಾವ ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಈ ಹಾಡನ್ನು ಯಾರು ಹಾಡಿದ್ದಾರೆ
what_song,ನನ್ನ ಸ್ಪೀಕರ್‌ಗಳಲ್ಲಿ ಏನು ಆಡುತ್ತಿದೆ ಎಂಬುದರ ಹೆಸರು ಏನು
what_song,ಈ ಟ್ರ್ಯಾಕ್ ಏನು
what_song,ಇದೀಗ ಏನು ಆಡುತ್ತಿದೆ
what_song,ಇದರ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಈ ರಾಗದ ಹೆಸರೇನು?
what_song,ಈ ಬಿಡುಗಡೆಯ ಹೆಸರು ಏನು
what_song,ಈ ರಾಗದ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ನಾನು ಯಾವ ಟ್ರ್ಯಾಕ್ ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಈ ಜಾಮ್ ಏನು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ
what_song,ಈ ಹಾಡು ಏನು
what_song,ಸ್ಪೀಕರ್‌ಗಳಲ್ಲಿ ನೀವು ಹಾಡನ್ನು ಹೆಸರಿಸಬಹುದೇ?
what_song,ಸ್ಟಿರಿಯೊದಲ್ಲಿರುವ ಈ ಹಾಡು ಯಾರು
what_song,ಈ ರಾಗದ ಹೆಸರನ್ನು ನೀವು ನನಗೆ ನೀಡಬಹುದೇ?
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ಹೇಳಿ
what_song,ನುಡಿಸುವ ಹಾಡಿನ ಹೆಸರನ್ನು ಹೇಳಿ
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ಹೇಳಿ
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ ಎಂದು ನನಗೆ ತಿಳಿಸಿ
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ ಎಂದು ತಿಳಿಯಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ ಎಂದು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ನನಗೆ ತಿಳಿಸಬಹುದೇ?
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಆ ಹಾಡು ಏನು ನುಡಿಸುತ್ತಿದೆ
what_song,ಇದೀಗ ರೇಡಿಯೊದಲ್ಲಿ ನುಡಿಸುತ್ತಿರುವ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ನೀವು ನುಡಿಸುವ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಈಗ ಬ್ಲೂಟೂತ್‌ನಲ್ಲಿ ಯಾವ ಸಂಗೀತ ನುಡಿಸುತ್ತಿದೆ
what_song,ಯಾವ ಹಾಡು ಈಗ ನುಡಿಸುತ್ತಿದೆ
what_song,ಈ ಹಾಡನ್ನು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
what_song,ದಯವಿಟ್ಟು ಈ ಹಾಡನ್ನು ಹೆಸರಿಸಿ
what_song,ಪ್ರಸ್ತುತ ನುಡಿಸುವ ಹಾಡು ಏನು
what_song,ಪ್ರಸ್ತುತ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಇದು ಯಾವ ಬ್ಯಾಂಡ್ ಆಗಿದೆ
what_song,ನಾನು ಈ ಹಾಡನ್ನು ಇಷ್ಟಪಡುತ್ತೇನೆ
what_song,ಈ ಟ್ರ್ಯಾಕ್ನ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಪ್ರಸ್ತುತ ಆಡುತ್ತಿರುವ ಕಲಾವಿದ ಹೇಳಿ
what_song,ಈ ಹಾಡಿನ ಕಲಾವಿದನ ಹೆಸರು ಏನು
what_song,ಹಾಡಿನ ನುಡಿಸುವಿಕೆಯ ಟ್ರ್ಯಾಕ್ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಈ ಟ್ರ್ಯಾಕ್ನ ಗಾಯಕನನ್ನು ಹೆಸರಿಸಿ
what_song,ಈ ಹಾಡನ್ನು ಯಾರು ಹಾಡಿದರು
what_song,ಈ ಹಾಡನ್ನು ಯಾರು ನುಡಿಸುತ್ತಾರೆ
what_song,ನಾವು ಕೇಳುತ್ತಿರುವ ಈಗ ನುಡಿಸುವ ಹಾಡು ಯಾವುದು
what_song,ಈ ಸಮಯದಲ್ಲಿ ನಾವು ಕೇಳುತ್ತಿರುವ ಪ್ರಸ್ತುತ ಹಾಡು ಯಾವುದು
what_song,ನಾವು ಕೇಳುತ್ತಿರುವ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಈ ಕ್ಷಣದಲ್ಲಿ ನಾವು ಕೇಳುತ್ತಿರುವ ಹಾಡು ಯಾವುದು
what_song,ಅವರು ಇದೀಗ ನಮಗಾಗಿ ನುಡಿಸುತ್ತಿರುವ ಹಾಡು ಯಾವುದು
what_song,ನಾನು ಕೇಳುತ್ತಿರುವ ಈ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ನಾನು ಏನು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಪ್ರಸ್ತುತ ಹಾಡು ಏನು
what_song,ನಾನು ಯಾವ ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದೇನೆ ಎಂದು ಹೇಳಬಲ್ಲಿರಾ?
what_song,ನಾನು ಈಗ ಸ್ಪೀಕರ್‌ಗಳಲ್ಲಿ ಏನು ಕೇಳುತ್ತಿದ್ದೇನೆ
what_song,ಈ ಹಾಡು ಏನು ನುಡಿಸುತ್ತದೆ
what_song,ನುಡಿಸುವ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಈ ಹಾಡುಗಳ ಹೆಸರನ್ನು ಹೇಳಿ
what_song,ನಾನು ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ನಾನು ನುಡಿಸುವ ಹಾಡಿನ ಹೆಸರನ್ನು ತಿಳಿದುಕೊಳ್ಳಲು ಬಯಸುತ್ತೇನೆ
what_song,ಹಾಡಿನ ನುಡಿಸುವಿಕೆಯ ಮೇನ್ ಅನ್ನು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ನೀವು ನನಗೆ ಪಡೆಯಬಹುದೇ?
what_song,ಈ ಹಾಡು ಏನು ಎಂದು ಕಂಡುಹಿಡಿಯಿರಿ
what_song,ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆಯನ್ನು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಈ ಹಾಡನ್ನು ಏನು ಕರೆಯಲಾಗುತ್ತದೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆಯನ್ನು ಹೇಳಿ
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ಹೇಳಿ
what_song,ನುಡಿಸುವ ಹಾಡು ಏನು
what_song,ಇದೀಗ ನುಡಿಸುವ ಹಾಡನ್ನು ಹೇಳಿ
what_song,ಈ ಹಾಡಿನ ಹೆಸರು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಈ ಹಾಡಿನ ಹೆಸರೇನು?
what_song,ನಾವು ಕೇಳುತ್ತಿರುವ ಹಾಡನ್ನು ನೀವು ನನಗೆ ಹೇಳಬಹುದೇ?
what_song,ನಾವು ಯಾವ ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದೇವೆ
what_song,ಪ್ರಸ್ತುತ ನುಡಿಸುತ್ತಿರುವ ಹಾಡು ಏನು
what_song,ಈ ಹಾಡು ಏನು ಎಂದು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
what_song,ಈ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ಈ ರಾಗದ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಇದು ಏನು ರಾಗ
what_song,ಆ ಶಬ್ದ ಏನು
what_song,ಏನು ನುಡಿಸುತ್ತಿದೆ
what_song,ಇದರ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿನ ಹಾಡು ಏನು ಇಷ್ಟ
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿನ ಹಾಡು ಏನು
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಹಾಡು ಏನು
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
what_song,ಈ ಹಾಡಿನ ಹೆಸರು ಏನು
what_song,ನಾನು ಈ ಹಾಡನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಇದೀಗ ಇರುವ ಈ ಹಾಡಿನ ಹೆಸರೇನು?
what_song,ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆಯನ್ನು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಪ್ರಸ್ತುತ ಸ್ಪೀಕರ್‌ಗಳಲ್ಲಿ ಯಾವ ಹಾಡು ಇದೆ ಎಂಬುದನ್ನು ಕಂಡುಕೊಳ್ಳಿ
what_song,ಈ ಹಾಡಿನ ಹೆಸರನ್ನು ನೋಡಿ
what_song,ಈ ಹಾಡನ್ನು ನೀವು ನನಗೆ ಗುರುತಿಸಬಹುದೇ?
what_song,ಈ ಹಾಡನ್ನು ಏನು ಕರೆಯಲಾಗುತ್ತದೆ ಎಂದು ಹೇಳಿ
what_song,ನಾವು ಪ್ರಸ್ತುತ ಕೇಳುತ್ತಿರುವ ಹಾಡನ್ನು ದಯವಿಟ್ಟು ಗುರುತಿಸಿ
what_song,ನಾವು ಇದೀಗ ಕೇಳುತ್ತಿರುವ ಹಾಡಿನ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಇದೀಗ ಇರುವ ಹಾಡನ್ನು ನೋಡಿ
what_song,ನುಡಿಸುವ ಈ ಹಾಡನ್ನು ನೀವು ಗುರುತಿಸಬಹುದೇ?
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ಕಂಡುಹಿಡಿಯಿರಿ
what_song,ಇದು ಯಾವ ಹಾಡು ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
what_song,ಪ್ರಸ್ತುತ ನುಡಿಸುತ್ತಿರುವ ಹಾಡನ್ನು ಹೇಳಿ
what_song,ಈ ಹಾಡನ್ನು ಇದೀಗ ಸ್ಪೀಕರ್ ಮೂಲಕ ನುಡಿಸುವುದನ್ನು ನೀವು ಗುರುತಿಸಬಹುದೇ?
what_song,ಈ ಹಾಡನ್ನು ಏನು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ ಎಂದು ಹೇಳಿ
what_song,ಈ ಹಾಡಿನ ಶೀರ್ಷಿಕೆ ಏನು
what_song,ಈ ಹಾಡನ್ನು ಏನು ಕರೆಯಲಾಗುತ್ತದೆ
what_song,ಪ್ರಸ್ತುತ ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಈ ಹಾಡಿನ ಮಾಹಿತಿ ಏನು
what_song,ಇದು ಯಾವ ಹಾಡು
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಯಾವ ಹಾಡು ಇದೆ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ ಎಂದು ನಿಮಗೆ ತಿಳಿದಿದೆಯೇ
what_song,ಈ ಸಮಯದಲ್ಲಿ ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಯಾವ ಹಾಡು ನುಡಿಸುತ್ತಿದೆ
what_song,ಈ ಸಮಯದಲ್ಲಿ ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಏನು ಆಡುತ್ತಿದೆ
what_song,ಈಗ ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಗಾಯಕ ಯಾರು
what_song,ಸ್ಪೀಕರ್‌ನಲ್ಲಿ ಈಗ ಯಾವ ರೀತಿಯ ಸಂಗೀತ
car_rental,ನನಗೆ ಈ ವಾರ ಕಾರು ಬಾಡಿಗೆ ಬೇಕು
car_rental,ನಾನು ದೂರ ಹೋಗುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಕಾರನ್ನು ಬಾಡಿಗೆಗೆ ಪಡೆಯಬೇಕು
car_rental,ಬಾಡಿಗೆಗೆ ಕಾರನ್ನು ಹುಡುಕಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ
car_rental,"ಸಿಯಾಟಲ್‌ನಲ್ಲಿ ಮಾರ್ಚ್ 1 ರಿಂದ 3 ರವರೆಗೆ ನೀವು ನನಗೆ ಕಾರು ಬಾಡಿಗೆ ಪಡೆಯಬಹುದೇ, ಮತ್ತು ಸಾಧ್ಯವಾದರೆ ನಾನು ಸೆಡಾನ್ ಬಯಸುತ್ತೇನೆ"
car_rental,ಏಪ್ರಿಲ್ 11 ರಿಂದ 13 ರವರೆಗೆ ಆಸ್ಟಿನ್‌ನಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆಯನ್ನು ಕಾಯ್ದಿರಿಸಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ ಸಾಧ್ಯವಾದರೆ ನನಗೆ ಸೆಡಾನ್ ಪಡೆಯಿರಿ
car_rental,ಎನ್ವೈಸಿಯಲ್ಲಿ ಮಾರ್ಚ್ 13 ರಿಂದ 15 ರವರೆಗೆ ನೀವು ನನಗೆ ಕಾರು ಬಾಡಿಗೆ ಪಡೆಯಬಹುದೇ ಮತ್ತು ಸಾಧ್ಯವಾದರೆ ನಾನು ಕನ್ವರ್ಟಿಬಲ್ ಅನ್ನು ಬಯಸುತ್ತೇನೆ
car_rental,ಏಪ್ರಿಲ್ 1 ರಿಂದ 3 ರವರೆಗೆ ಚಿಕಾಗೋದಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆಯನ್ನು ಕಾಯ್ದಿರಿಸಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ ಸಾಧ್ಯವಾದರೆ ನನಗೆ ಎಸ್ಯುವಿ ಪಡೆಯಿರಿ
car_rental,ನಾನು ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆ ಕಾಯ್ದಿರಿಸಬೇಕಾಗಿದೆ
car_rental,ನಾನು ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ಬಾಡಿಗೆ ಕಾರು ಕಾಯ್ದಿರಿಸಲು ಸಹಾಯವನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇನೆ
car_rental,ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆ ಕಾಯ್ದಿರಿಸಲು ನಾನು ಸಹಾಯ ಪಡೆಯಬಹುದೇ?
car_rental,ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ನಾನು ಕಾರನ್ನು ಹೇಗೆ ಬಾಡಿಗೆಗೆ ಪಡೆಯಬಹುದು
car_rental,ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ಕಾರನ್ನು ಬಾಡಿಗೆಗೆ ಪಡೆಯಲು ನೀವು ನನಗೆ ಸಹಾಯ ಮಾಡಬಹುದೇ?
car_rental,ನಾನು ಏಪ್ರಿಲ್ 11 ರಿಂದ ಏಪ್ರಿಲ್ 13 ರವರೆಗೆ ಬೋಯಿಸ್‌ನಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆ ಪಡೆಯಬಹುದೇ?
car_rental,ಮಾರ್ಚ್ 5 ರಿಂದ ಮಾರ್ಚ್ 18 ರವರೆಗೆ ಅಲಾಸ್ಕಾದಲ್ಲಿ ಸವಾರಿ ಹೇಗೆ ಬಾಡಿಗೆಗೆ ನೀಡಬಹುದು
car_rental,ನವೆಂಬರ್ 16 ರಿಂದ ಡಿಸೆಂಬರ್ 16 ರವರೆಗೆ ನಾನು ಲಾಸ್ ವೇಗಾಸ್‌ನಲ್ಲಿ ಕಾರನ್ನು ಎಲ್ಲಿ ಬಾಡಿಗೆಗೆ ನೀಡುತ್ತೇನೆ
car_rental,ನಾನು ಮಾರ್ಚ್ 1 ರಿಂದ ಮಾರ್ಚ್ 8 ರವರೆಗೆ ಡಿಎಫ್‌ಡಬ್ಲ್ಯೂ ವಿಮಾನ ನಿಲ್ದಾಣದಿಂದ ಕಾರನ್ನು ಬಾಡಿಗೆಗೆ ಪಡೆಯಬಹುದೇ?
car_rental,ನೀವು ಜೂನ್ 6 ರಿಂದ ಜೂನ್ 9 ರವರೆಗೆ ನ್ಯೂಯಾರ್ಕ್ನಲ್ಲಿ ಕಾರು ಬಾಡಿಗೆ ಹೊಂದಿದ್ದೀರಾ
